Depot ID,Depot Name,District,Month,Buses Allocated,Schedules Allocated,Effective KM,Passengers,Estimated Diesel Litres,Estimated CO2 (Tonnes),Diesel Cost (INR/KM),EV Cost (INR/KM),Estimated EV Energy (MWh),Potential EV OPEX Saving (INR),EV Battery Capacity (kWh),EV Range (KM),Charging Power (kW),Electricity Tariff (INR/kWh),EV Suitability Score,Year
KSRTC-001,ADOOR,Pathanamthitta,2022-03,30,23,125530,163942,30763.38683984806,82.4458767307928,51,27,157,3012720,250,200,120,8,0.4955,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-04,29,25,229637,331606,56276.68177919373,150.82150716823918,51,27,287,5511288,250,200,120,8,0.3782,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-05,30,26,240242,330839,58875.62798676633,157.78668300453378,51,27,300,5765808,250,200,120,8,0.3533,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-06,30,26,240718,334898,58992.28035779929,158.0993113589021,51,27,301,5777232,250,200,120,8,0.3569,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-07,30,26,240342,335215,58900.134787403505,157.8523612302414,51,27,300,5768208,250,200,120,8,0.358,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-08,29,25,220802,303925,54111.50594289916,145.01883592696976,51,27,276,5299248,250,200,120,8,0.3655,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-09,29,25,226790,300830,55578.97316505331,148.95164808234287,51,27,284,5442960,250,200,120,8,0.3479,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-10,30,26,241232,330528,59118.24531307438,158.43689743903934,51,27,302,5789568,250,200,120,8,0.3508,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-11,27,23,197170,252317,48320.05881632153,129.49775762774172,51,27,246,4732080,250,200,120,8,0.3563,2022
KSRTC-001,ADOOR,Pathanamthitta,2022-12,30,27,245630,332466,60196.05440509742,161.3254258056611,51,27,307,5895120,250,200,120,8,0.3436,2022
KSRTC-001,ADOOR,Pathanamthitta,2023-01,30,26,236869,316732,58049.01360127435,155.57135645141528,51,27,296,5684856,250,200,120,8,0.3444,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-02,29,25,230706,306878,56538.65947800515,151.52360740105382,51,27,288,5536944,250,200,120,8,0.3463,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-03,29,25,228304,309652,55950.006126700166,149.94601641955646,51,27,285,5479296,250,200,120,8,0.355,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-04,31,27,278819,357072,68329.61646857004,183.1233721357677,51,27,349,6691656,250,200,120,8,0.2863,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-05,29,25,252702,346172,61929.17534615856,165.97018992770495,51,27,316,6064848,250,200,120,8,0.3265,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-06,30,26,264796,357866,64893.027815218724,173.9133145447862,51,27,331,6355104,250,200,120,8,0.3139,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-07,29,24,240656,326714,58977.086141404245,158.05859085896338,51,27,301,5775744,250,200,120,8,0.3313,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-08,30,26,261465,338425,64076.70628599437,171.72557284646493,51,27,327,6275160,250,200,120,8,0.3003,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-09,30,26,262838,342466,64413.1846587428,172.6273348854307,51,27,329,6308112,250,200,120,8,0.3018,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-10,31,28,288169,386023,70621.00232814606,189.26428623943144,51,27,360,6916056,250,200,120,8,0.2973,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-11,29,25,246505,323222,60410.48891067271,161.9001102806029,51,27,308,5916120,250,200,120,8,0.3146,2023
KSRTC-001,ADOOR,Pathanamthitta,2023-12,30,27,272296,367479,66731.03786300699,178.83918147285874,51,27,340,6535104,250,200,120,8,0.3089,2023
KSRTC-001,ADOOR,Pathanamthitta,2024-01,29,24,239160,311475,58610.46440387208,157.07604460237718,51,27,299,5739840,250,200,120,8,0.3172,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-02,29,25,251998,329364,61756.64746967284,165.50781521872324,51,27,315,6047952,250,200,120,8,0.3098,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-03,31,27,278321,363460,68207.5726013969,182.7962945717437,51,27,348,6679704,250,200,120,8,0.2935,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-04,29,27,200658,272404,49174.85602254626,131.788614140424,51,27,251,4815792,250,200,120,8,0.395,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-05,29,27,202091,274350,49526.038475677,132.72978311481438,51,27,253,4850184,250,200,120,8,0.3956,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-06,29,27,199467,270788,48882.980026957484,131.00638647224608,51,27,249,4787208,250,200,120,8,0.3946,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-07,27,24,186148,252706,45618.9192500919,122.25870359024631,51,27,233,4467552,250,200,120,8,0.3899,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-08,29,27,200249,271850,49074.6232079402,131.51999019727975,51,27,250,4805976,250,200,120,8,0.3949,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-09,28,26,197134,267621,48311.23636809215,129.47411346648695,51,27,246,4731216,250,200,120,8,0.3938,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-10,29,27,199245,270487,48828.57492954295,130.8605808111751,51,27,249,4781880,250,200,120,8,0.3945,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-11,28,26,194891,264576,47761.548829800275,128.00095086386474,51,27,244,4677384,250,200,120,8,0.393,2024
KSRTC-001,ADOOR,Pathanamthitta,2024-12,29,27,200976,272836,49252.787648572485,131.99747089817427,51,27,251,4823424,250,200,120,8,0.3952,2024
KSRTC-001,ADOOR,Pathanamthitta,2025-01,29,27,201613,273701,49408.895968631296,132.4158411959319,51,27,252,4838712,250,200,120,8,0.3954,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-02,28,26,196760,267113,48219.580933709105,129.22847690234042,51,27,246,4722240,250,200,120,8,0.3937,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-03,29,27,198484,269453,48642.078176694034,130.36076951354002,51,27,248,4763616,250,200,120,8,0.3943,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-04,28,25,193451,262621,47408.650900624925,127.05518441367481,51,27,242,4642824,250,200,120,8,0.3925,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-05,29,28,202880,275421,49719.397132704325,133.24798431564759,51,27,254,4869120,250,200,120,8,0.3958,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-06,28,25,193320,262443,47376.54699179022,126.96914593799781,51,27,242,4639680,250,200,120,8,0.3924,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-07,29,27,200339,271972,49096.67932851367,131.57910060041664,51,27,250,4808136,250,200,120,8,0.3949,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-08,28,26,197023,267470,48284.03381938488,129.4012106359515,51,27,246,4728552,250,200,120,8,0.3938,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-09,29,26,198041,268852,48533.51304987134,130.0698149736552,51,27,248,4752984,250,200,120,8,0.3941,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-10,28,26,197273,267809,48345.30082097783,129.5654062002206,51,27,247,4734552,250,200,120,8,0.3938,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-11,29,28,203510,276276,49873.789976718544,133.66175713760572,51,27,254,4884240,250,200,120,8,0.3961,2025
KSRTC-001,ADOOR,Pathanamthitta,2025-12,29,27,199952,271446,49001.83801004779,131.32492586692806,51,27,250,4798848,250,200,120,8,0.3948,2025
KSRTC-001,ADOOR,Pathanamthitta,2026-01,29,27,199640,271023,48925.3767920598,131.1200098027203,51,27,250,4791360,250,200,120,8,0.3947,2026
KSRTC-001,ADOOR,Pathanamthitta,2026-02,28,26,195127,264895,47819.38487930401,128.15595147653477,51,27,244,4683048,250,200,120,8,0.3931,2026
KSRTC-001,ADOOR,Pathanamthitta,2026-03,28,26,197169,267668,48319.81374831516,129.49710084548462,51,27,246,4732056,250,200,120,8,0.3938,2026
KSRTC-002,ALAPPUZHA,Alappuzha,2021-04,60,51,326320,463556,79970.59183923539,214.32118612915085,51,27,408,7831680,250,200,120,8,0.5362,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-05,62,54,350360,477617,85862.0267124127,230.11023158926605,51,27,438,8408640,250,200,120,8,0.518,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-06,60,51,324355,483009,79489.03320671487,213.03060899399588,51,27,405,7784520,250,200,120,8,0.5552,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-07,61,51,329680,461324,80794.02034064454,216.5279745129274,51,27,412,7912320,250,200,120,8,0.53,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-08,59,50,314767,460176,77139.32116162236,206.73338071314794,51,27,393,7554408,250,200,120,8,0.549,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-09,61,52,335994,470659,82341.37973287588,220.67489768410735,51,27,420,8063856,250,200,120,8,0.5297,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-10,58,47,293670,432272,71969.12143119716,192.8772454356084,51,27,367,7048080,250,200,120,8,0.555,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-11,60,50,317319,458821,77764.73471388311,208.40948903320674,51,27,397,7615656,250,200,120,8,0.5443,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2021-12,58,48,300038,442075,73529.71449577258,197.05963484867053,51,27,375,7200912,250,200,120,8,0.5543,2021
KSRTC-002,ALAPPUZHA,Alappuzha,2022-01,58,48,305114,433065,74773.67969611568,200.39346158559005,51,27,381,7322736,250,200,120,8,0.5387,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-02,60,51,328197,482506,80430.5844871952,215.55396642568314,51,27,410,7876728,250,200,120,8,0.5496,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-03,59,49,308934,457560,75709.83948045583,202.90236980762162,51,27,386,7414416,250,200,120,8,0.5551,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-04,64,58,465633,764047,114111.75101090553,305.81949270922684,51,27,582,11175192,250,200,120,8,0.5472,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-05,62,55,428069,674936,104906.01641955643,281.1481240044112,51,27,535,10273656,250,200,120,8,0.5339,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-06,65,60,485993,761388,119101.33562063474,319.1915794633011,51,27,608,11663832,250,200,120,8,0.525,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-07,64,58,464620,716206,113863.49712045093,305.15417228280853,51,27,581,11150880,250,200,120,8,0.52,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-08,63,58,459244,718248,112546.0115181963,301.6233108687661,51,27,574,11021856,250,200,120,8,0.5267,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-09,65,60,480752,754184,117816.93419924029,315.74938365396395,51,27,601,11538048,250,200,120,8,0.5261,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-10,62,55,434643,694706,106517.09349344444,285.4658105624311,51,27,543,10431432,250,200,120,8,0.5389,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-11,64,59,468927,746676,114919.00502389413,307.9829334640363,51,27,586,11254248,250,200,120,8,0.5335,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2022-12,64,59,472500,767616,115794.63301066046,310.32961646857,51,27,591,11340000,250,200,120,8,0.5421,2022
KSRTC-002,ALAPPUZHA,Alappuzha,2023-01,64,58,463767,753945,113654.45411101582,304.5939370175224,51,27,580,11130408,250,200,120,8,0.5432,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-02,63,56,445241,696139,109114.32422497244,292.42638892292615,51,27,557,10685784,250,200,120,8,0.5281,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-03,63,58,459182,713956,112530.81730180126,301.5825903688274,51,27,574,11020368,250,200,120,8,0.5242,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-04,68,60,556232,823848,136314.66732018135,365.323308418086,51,27,695,13349568,250,200,120,8,0.4869,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-05,65,56,509374,757621,124831.27067761305,334.547805416003,51,27,637,12224976,250,200,120,8,0.4923,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-06,67,59,539767,792099,132279.6225952702,354.5093885553241,51,27,675,12954408,250,200,120,8,0.4843,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-07,65,56,503245,753440,123329.24886656048,330.52238696238214,51,27,629,12077880,250,200,120,8,0.4956,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-08,65,57,514156,784243,126003.18588408284,337.68853816934205,51,27,643,12339744,250,200,120,8,0.5023,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-09,66,57,522008,779774,127927.45987011396,342.8455924519054,51,27,653,12528192,250,200,120,8,0.4929,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-10,65,56,509035,761592,124748.19262345301,334.3251562308541,51,27,636,12216840,250,200,120,8,0.4948,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-11,65,56,512165,772248,125515.25548339664,336.380884695503,51,27,640,12291960,250,200,120,8,0.4976,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2023-12,67,60,552100,837381,135302.0463178532,362.6094841318466,51,27,690,13250400,250,200,120,8,0.4969,2023
KSRTC-002,ALAPPUZHA,Alappuzha,2024-01,66,57,522720,789186,128101.94829065066,343.3132214189438,51,27,653,12545280,250,200,120,8,0.4972,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-02,67,58,535280,800214,131180.00245068007,351.5624065678226,51,27,669,12846720,250,200,120,8,0.4922,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-03,66,57,523918,806256,128395.53976228404,344.10004656292125,51,27,655,12574032,250,200,120,8,0.5051,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-04,65,62,451026,612294,110532.04264183312,296.2258742801128,51,27,564,10824624,250,200,120,8,0.4838,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-05,62,57,430141,583941,105413.79732875874,282.50897684107343,51,27,538,10323384,250,200,120,8,0.4764,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-06,65,61,447240,607153,109604.2151697096,293.7392966548217,51,27,559,10733760,250,200,120,8,0.4825,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-07,67,64,461348,626306,113061.6346036025,303.0051807376547,51,27,577,11072352,250,200,120,8,0.4875,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-08,67,65,465889,632471,114174.4884205367,305.98762896703835,51,27,582,11181336,250,200,120,8,0.4891,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-09,63,59,438067,594701,107356.20634726137,287.71463301066046,51,27,548,10513608,250,200,120,8,0.4792,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-10,65,61,447274,607200,109612.54748192625,293.76162725156235,51,27,559,10734576,250,200,120,8,0.4825,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-11,64,60,444125,602924,108840.82832986154,291.693419924029,51,27,555,10659000,250,200,120,8,0.4814,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2024-12,64,60,444221,603056,108864.35485847323,291.75647102070826,51,27,555,10661304,250,200,120,8,0.4814,2024
KSRTC-002,ALAPPUZHA,Alappuzha,2025-01,63,58,434765,590218,106546.99179022179,285.5459379977944,51,27,543,10434360,250,200,120,8,0.4781,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-02,65,61,447821,607943,109746.5996814116,294.1208871461831,51,27,560,10747704,250,200,120,8,0.4827,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-03,64,60,443612,602229,108715.10844259283,291.3564906261488,51,27,555,10646688,250,200,120,8,0.4812,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-04,65,62,450881,612096,110496.5077809092,296.1306408528367,51,27,564,10821144,250,200,120,8,0.4838,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-05,66,63,457160,620620,112035.28979291754,300.254576645019,51,27,571,10971840,250,200,120,8,0.486,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-06,64,60,440899,598545,108050.23894130622,289.5746403627007,51,27,551,10581576,250,200,120,8,0.4802,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-07,65,62,449600,610358,110182.57566474697,295.2893027815219,51,27,562,10790400,250,200,120,8,0.4833,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-08,63,58,434807,590275,106557.28464648941,285.5735228525916,51,27,544,10435368,250,200,120,8,0.4781,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-09,64,61,445495,604785,109176.57149859087,292.5932116162236,51,27,557,10691880,250,200,120,8,0.4819,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-10,64,60,444561,603516,108947.67798063964,291.9797769881142,51,27,556,10669464,250,200,120,8,0.4815,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-11,62,57,430016,583772,105383.16382796227,282.4268790589389,51,27,538,10320384,250,200,120,8,0.4764,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2025-12,64,61,445765,605152,109242.73986031124,292.77054282563415,51,27,557,10698360,250,200,120,8,0.482,2025
KSRTC-002,ALAPPUZHA,Alappuzha,2026-01,67,64,461396,626372,113073.39786790835,303.0367062859944,51,27,577,11073504,250,200,120,8,0.4875,2026
KSRTC-002,ALAPPUZHA,Alappuzha,2026-02,64,61,446444,606072,109409.14103663767,293.21649797818895,51,27,558,10714656,250,200,120,8,0.4822,2026
KSRTC-002,ALAPPUZHA,Alappuzha,2026-03,65,61,448507,608873,109914.71633378264,294.57143977453745,51,27,561,10764168,250,200,120,8,0.4829,2026
KSRTC-003,ALUVA,Ernakulam,2021-04,49,37,249492,336231,61142.507045705184,163.8619188824899,51,27,312,5987808,250,200,120,8,0.5066,2021
KSRTC-003,ALUVA,Ernakulam,2021-05,50,38,256973,339760,62975.860801372386,168.77530694767802,51,27,321,6167352,250,200,120,8,0.4978,2021
KSRTC-003,ALUVA,Ernakulam,2021-06,51,39,268215,359691,65730.91532900381,176.15885308173023,51,27,335,6437160,250,200,120,8,0.5005,2021
KSRTC-003,ALUVA,Ernakulam,2021-07,50,38,258094,360244,63250.58203651514,169.5115598578606,51,27,323,6194256,250,200,120,8,0.5177,2021
KSRTC-003,ALUVA,Ernakulam,2021-08,51,39,265831,348510,65146.67320181351,174.5930841808602,51,27,332,6379944,250,200,120,8,0.4928,2021
KSRTC-003,ALUVA,Ernakulam,2021-09,49,37,244758,324593,59982.35510354124,160.75271167749054,51,27,306,5874192,250,200,120,8,0.5019,2021
KSRTC-003,ALUVA,Ernakulam,2021-10,50,38,255283,348764,62561.6958706041,167.665344933219,51,27,319,6126792,250,200,120,8,0.5103,2021
KSRTC-003,ALUVA,Ernakulam,2021-11,50,39,264034,347312,64706.28599436344,173.41284646489402,51,27,330,6336816,250,200,120,8,0.4944,2021
KSRTC-003,ALUVA,Ernakulam,2021-12,52,40,277877,360987,68098.76240656782,182.50468324960178,51,27,347,6669048,250,200,120,8,0.4871,2021
KSRTC-003,ALUVA,Ernakulam,2022-01,49,38,252874,349054,61971.3270432545,166.0831564759221,51,27,316,6068976,250,200,120,8,0.5147,2022
KSRTC-003,ALUVA,Ernakulam,2022-02,53,42,291003,386377,71315.52505820365,191.12560715598582,51,27,364,6984072,250,200,120,8,0.4925,2022
KSRTC-003,ALUVA,Ernakulam,2022-03,51,40,270923,365405,66394.55949025854,177.9374194338929,51,27,339,6502152,250,200,120,8,0.502,2022
KSRTC-003,ALUVA,Ernakulam,2022-04,50,46,345971,512756,84786.423232447,227.22761426295799,51,27,432,8303304,250,200,120,8,0.4786,2022
KSRTC-003,ALUVA,Ernakulam,2022-05,50,47,353312,541622,86585.46746722216,232.0490528121554,51,27,442,8479488,250,200,120,8,0.4908,2022
KSRTC-003,ALUVA,Ernakulam,2022-06,51,47,359759,571756,88165.42090430095,236.28332802352656,51,27,450,8634216,250,200,120,8,0.5048,2022
KSRTC-003,ALUVA,Ernakulam,2022-07,52,49,377125,587105,92421.27190295307,247.68900869991424,51,27,471,9051000,250,200,120,8,0.4923,2022
KSRTC-003,ALUVA,Ernakulam,2022-08,51,48,361985,589578,88710.94228648451,237.7453253277785,51,27,453,8687640,250,200,120,8,0.5151,2022
KSRTC-003,ALUVA,Ernakulam,2022-09,52,50,387020,608057,94846.21982600172,254.18786913368461,51,27,484,9288480,250,200,120,8,0.4944,2022
KSRTC-003,ALUVA,Ernakulam,2022-10,49,46,342884,562890,84029.89829677736,225.20012743536333,51,27,429,8229216,250,200,120,8,0.523,2022
KSRTC-003,ALUVA,Ernakulam,2022-11,48,44,324216,536273,79454.96875382919,212.93931626026225,51,27,405,7781184,250,200,120,8,0.5313,2022
KSRTC-003,ALUVA,Ernakulam,2022-12,51,48,367538,572269,90071.80492586693,241.3924372013234,51,27,459,8820912,250,200,120,8,0.4943,2022
KSRTC-003,ALUVA,Ernakulam,2023-01,52,50,382616,585531,93766.94032594045,251.29540007352043,51,27,478,9182784,250,200,120,8,0.484,2023
KSRTC-003,ALUVA,Ernakulam,2023-02,50,47,358520,587219,87861.78164440632,235.46957480700897,51,27,448,8604480,250,200,120,8,0.5184,2023
KSRTC-003,ALUVA,Ernakulam,2023-03,52,50,381301,594404,93444.67589756158,250.43173140546506,51,27,477,9151224,250,200,120,8,0.4921,2023
KSRTC-003,ALUVA,Ernakulam,2023-04,54,40,396400,599468,97144.95772576891,260.3484867050607,51,27,496,9513600,250,200,120,8,0.4869,2023
KSRTC-003,ALUVA,Ernakulam,2023-05,53,39,381163,611998,93410.85651268228,250.34109545398852,51,27,476,9147912,250,200,120,8,0.5152,2023
KSRTC-003,ALUVA,Ernakulam,2023-06,53,38,376789,566419,92338.92905281216,247.46832986153663,51,27,471,9042936,250,200,120,8,0.4881,2023
KSRTC-003,ALUVA,Ernakulam,2023-07,52,37,364692,547750,89374.34137973288,239.52323489768412,51,27,456,8752608,250,200,120,8,0.4902,2023
KSRTC-003,ALUVA,Ernakulam,2023-08,55,40,402762,629842,98704.0803823061,264.52693542458036,51,27,503,9666288,250,200,120,8,0.5,2023
KSRTC-003,ALUVA,Ernakulam,2023-09,54,39,390920,613949,95801.98505085161,256.74931993628235,51,27,489,9382080,250,200,120,8,0.5038,2023
KSRTC-003,ALUVA,Ernakulam,2023-10,54,40,394266,615752,96621.98260017156,258.9469133684598,51,27,493,9462384,250,200,120,8,0.5008,2023
KSRTC-003,ALUVA,Ernakulam,2023-11,53,38,379081,586452,92900.62492341625,248.9736747947556,51,27,474,9097944,250,200,120,8,0.4996,2023
KSRTC-003,ALUVA,Ernakulam,2023-12,54,39,386718,591010,94772.20928807744,253.98952089204755,51,27,483,9281232,250,200,120,8,0.493,2023
KSRTC-003,ALUVA,Ernakulam,2024-01,53,39,382860,588490,93826.73691949516,251.45565494424704,51,27,479,9188640,250,200,120,8,0.4961,2024
KSRTC-003,ALUVA,Ernakulam,2024-02,53,39,383326,580442,93940.9386104644,251.76171547604463,51,27,479,9199824,250,200,120,8,0.4898,2024
KSRTC-003,ALUVA,Ernakulam,2024-03,53,39,381344,599663,93455.21382183557,250.45997304251932,51,27,477,9152256,250,200,120,8,0.5061,2024
KSRTC-003,ALUVA,Ernakulam,2024-04,49,46,341490,463593,83688.27349589512,224.28457296899893,51,27,427,8195760,250,200,120,8,0.445,2024
KSRTC-003,ALUVA,Ernakulam,2024-05,49,46,341567,463696,83707.14373238574,224.3351452027938,51,27,427,8197608,250,200,120,8,0.445,2024
KSRTC-003,ALUVA,Ernakulam,2024-06,49,45,339864,461384,83289.79291753462,223.2166450189928,51,27,425,8156736,250,200,120,8,0.4444,2024
KSRTC-003,ALUVA,Ernakulam,2024-07,46,41,321581,436565,78809.21455703958,211.2086950128661,51,27,402,7717944,250,200,120,8,0.4379,2024
KSRTC-003,ALUVA,Ernakulam,2024-08,48,44,333225,452372,81662.78642323245,218.856267614263,51,27,417,7997400,250,200,120,8,0.4421,2024
KSRTC-003,ALUVA,Ernakulam,2024-09,49,45,339275,460585,83145.44786178165,222.82980026957483,51,27,424,8142600,250,200,120,8,0.4442,2024
KSRTC-003,ALUVA,Ernakulam,2024-10,49,46,341961,464232,83803.70052689622,224.5939174120819,51,27,427,8207064,250,200,120,8,0.4451,2024
KSRTC-003,ALUVA,Ernakulam,2024-11,50,47,347029,471111,85045.70518318834,227.92248989094477,51,27,434,8328696,250,200,120,8,0.4469,2024
KSRTC-003,ALUVA,Ernakulam,2024-12,51,48,350061,475227,85788.75137850754,229.91385369440022,51,27,438,8401464,250,200,120,8,0.448,2024
KSRTC-003,ALUVA,Ernakulam,2025-01,51,48,352816,478967,86463.91373606176,231.72328881264554,51,27,441,8467584,250,200,120,8,0.449,2025
KSRTC-003,ALUVA,Ernakulam,2025-02,49,46,341269,463292,83634.11346648696,224.13942409018506,51,27,427,8190456,250,200,120,8,0.4449,2025
KSRTC-003,ALUVA,Ernakulam,2025-03,49,45,336776,457193,82533.0229138586,221.18850140914105,51,27,421,8082624,250,200,120,8,0.4433,2025
KSRTC-003,ALUVA,Ernakulam,2025-04,49,45,338181,459101,82877.34346281094,222.11128048033333,51,27,423,8116344,250,200,120,8,0.4438,2025
KSRTC-003,ALUVA,Ernakulam,2025-05,49,45,339947,461497,83310.13356206348,223.27115794633013,51,27,425,8158728,250,200,120,8,0.4444,2025
